WKVSFAM,HRSRELAX,LEARNNEW,WORKFAST,WORKDIFF,LOTOFSAY,KNOWWHAT,MYSKILLS,RESPECT,TRUSTMAN,SAFETYWK,WKDECIDE,SETTHNGS,PROMTEOK,WKFREEDM,JOBSECOK,TRAINOPS,WKPRAISE,FAIREARN,HEALTH1,satisfaction
3,4,2,3,2,2,1,2,1,2,1,1,2,2,2,2,2,1,4,2,2
2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,3,1,2
2,4,3,2,2,1,1,3,1,1,1,1,1,2,2,1,2,1,3,2,2.5
2,2,2,2,2,2,1,2,2,2,2,1,1,3,1,1,2,2,3,3,2
3,5,3,2,3,3,1,2,3,3,3,3,3,4,2,3,1,3,3,4,2.5
2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,2,2,3,1.5
3,5,1,4,1,1,2,1,1,1,2,1,1,4,1,1,2,1,3,3,1.5
3,8,1,1,1,1,1,1,1,4,2,1,1,2,1,1,1,2,3,1,2
2,3,1,3,1,2,2,2,2,2,2,1,1,2,2,2,1,2,3,3,2
1,0,3,2,2,3,2,2,2,3,2,4,4,2,3,3,2,3,2,3,3
3,3,3,2,1,2,1,1,1,2,1,2,1,2,2,2,1,2,3,3,2.5
3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,2,1
2,14,1,1,1,2,1,1,1,3,1,1,1,2,2,1,1,2,1,2,2.5
4,5,1,3,2,3,3,2,2,2,2,2,1,4,1,3,1,3,2,4,2
1,3,3,2,2,3,2,2,2,2,2,2,2,1,4,2,1,3,3,3,3
3,4,2,3,2,1,2,2,3,1,1,1,1,3,1,2,2,2,3,3,2.5
2,6,1,1,1,3,3,2,2,2,2,3,1,2,2,2,1,1,3,1,2.5
3,4,1,3,2,3,3,2,1,1,2,2,3,2,3,1,1,1,2,2,2
2,4,2,2,2,3,2,2,2,2,2,2,2,3,2,1,1,1,2,3,2.5
3,1,2,3,1,2,1,1,1,2,3,1,1,3,1,1,2,1,3,1,1.5
4,2,2,2,2,3,2,2,3,2,1,4,4,3,4,2,2,1,2,4,2.5
1,4,1,2,1,2,2,1,1,2,1,1,1,2,1,1,2,3,2,2,2.5
1,5,2,2,2,1,1,1,1,3,2,2,2,4,4,1,2,1,2,2,3
2,2,2,3,2,1,1,1,1,2,1,4,4,2,1,2,1,1,3,1,1.5
3,2,1,2,1,1,1,1,2,2,1,2,2,3,1,4,2,2,2,3,2
3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
3,3,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,2,3,1,1
2,0,2,3,2,2,1,1,1,1,1,2,2,3,1,2,1,1,3,3,2
2,3,2,1,2,1,1,1,2,1,2,2,2,3,3,2,1,2,2,3,3
4,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1
4,20,3,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,3,3,2.5
4,7,4,1,1,3,2,2,2,2,2,3,3,4,1,1,1,1,1,5,2.5
4,6,2,2,1,2,1,1,1,3,1,3,3,4,3,3,2,2,3,2,2
3,7,1,4,1,2,1,2,2,1,2,2,1,4,4,1,2,3,2,3,2.5
3,2,2,3,2,3,2,2,2,2,2,2,3,3,1,2,1,1,3,4,2
2,2,1,3,1,1,1,1,1,1,1,1,1,4,1,2,3,3,1,3,1.5
3,3,2,2,2,2,2,2,2,3,2,1,1,2,1,1,1,1,2,3,2.5
3,1,2,3,2,2,3,2,2,2,3,2,2,3,1,1,1,2,2,4,2
2,2,1,2,1,2,1,1,2,2,2,2,2,2,1,4,2,1,3,3,3
3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,3,2.5
3,4,3,3,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2
4,2,2,2,2,2,1,2,2,2,1,3,2,4,1,1,1,1,3,4,1.5
4,7,1,4,3,4,1,4,3,3,3,4,4,4,2,1,2,3,1,2,3.5
1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2
4,4,4,3,3,3,1,3,2,3,1,4,1,2,2,1,1,3,1,2,2
3,3,1,3,1,2,2,1,2,2,2,2,2,4,2,1,1,2,3,2,1.5
3,4,2,1,1,3,2,2,2,3,2,2,1,3,4,4,2,2,1,4,3
2,1,1,1,1,3,2,1,2,3,3,2,2,2,2,1,2,2,2,3,2.5
3,3,3,2,1,2,2,3,2,2,2,2,2,3,3,1,1,2,3,3,2.5
3,3,2,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,3,2,2.5
2,3,1,4,1,1,2,2,2,3,1,3,2,3,1,2,1,1,2,4,1
1,2,1,2,1,3,2,1,2,3,2,2,2,3,1,1,2,3,1,3,2
2,2,1,2,2,3,1,1,3,3,2,2,1,3,2,2,1,2,2,2,3
2,5,2,2,2,2,2,2,2,2,2,1,1,2,3,2,2,2,2,3,2
4,5,1,3,2,3,2,2,2,2,1,1,1,2,1,1,1,2,3,1,2
3,5,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,3,1,2.5
2,4,1,1,3,1,1,1,1,2,2,1,2,2,2,1,2,1,2,2,2
2,10,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1.5
2,4,2,2,2,2,2,1,1,1,2,1,1,2,1,1,1,2,3,3,1.5
3,5,2,3,2,3,2,2,1,1,1,1,2,4,1,1,1,1,5,4,2
3,2,2,3,2,2,2,3,2,2,2,2,2,2,1,2,2,3,3,3,1.5
3,2,2,2,2,3,3,2,2,3,1,2,1,3,2,2,2,2,2,3,3
2,6,1,3,1,1,2,1,1,2,1,2,3,2,1,1,1,2,3,1,2
3,5,2,3,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,2
3,3,2,2,2,3,3,2,2,2,2,1,1,4,1,8,2,3,2,3,2.5
3,6,2,2,2,2,2,3,2,2,2,1,1,2,2,1,2,1,3,2,2.5
3,3,1,1,1,3,2,2,2,2,1,1,1,8,2,1,2,1,3,3,2
3,3,3,3,2,3,2,2,2,3,2,2,2,3,1,2,1,1,2,3,2.5
4,4,2,2,2,2,2,2,2,2,2,1,1,3,1,2,1,1,3,1,2
2,3,3,3,3,2,2,2,3,2,1,1,1,4,3,2,1,1,1,3,2.5
2,0,2,3,2,3,2,2,2,2,2,2,4,1,1,1,1,3,2,3,2
4,6,3,3,1,2,1,1,1,1,1,1,1,4,2,3,1,1,3,5,3
2,0,1,2,2,3,1,2,2,3,2,2,2,3,2,2,1,3,1,3,3.5
2,6,2,3,2,2,2,2,2,2,2,1,1,2,2,1,2,3,3,2,2.5
4,8,2,2,2,3,2,2,2,2,1,2,1,3,2,4,2,3,2,3,2.5
3,4,1,3,1,2,1,2,1,1,1,2,2,2,1,1,1,1,3,2,1.5
2,7,1,4,1,1,1,1,1,1,1,1,2,2,1,4,1,1,3,3,1
4,8,2,2,1,1,1,1,1,3,1,1,1,2,1,1,1,1,2,1,3
4,5,1,2,1,3,1,2,1,1,1,2,1,1,2,2,2,2,4,2,2
4,8,2,2,4,3,1,2,1,1,1,3,3,2,4,2,1,1,3,3,2.5
4,3,2,3,2,1,2,2,2,3,2,1,1,1,1,1,1,2,4,3,1.5
2,4,1,1,4,4,1,4,4,4,4,3,3,3,4,3,3,3,2,4,4
4,12,1,3,1,2,1,1,1,2,1,1,1,3,1,1,1,2,3,3,1.5
3,12,1,3,1,2,1,1,1,1,1,2,2,1,3,2,2,1,3,1,2
3,1,2,3,2,2,2,1,1,1,1,1,1,3,3,4,2,2,3,2,2
3,2,2,3,2,1,2,1,2,1,1,2,1,4,1,2,2,3,3,2,2.5
3,4,2,3,2,8,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2
2,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
2,0,2,3,2,2,2,2,2,2,2,1,1,3,1,1,1,1,3,2,2
4,2,1,3,2,3,1,2,1,1,1,2,1,4,2,3,1,2,3,1,3
1,4,2,2,2,2,2,2,2,2,2,1,1,3,2,3,1,1,2,2,2.5
4,4,1,3,1,1,1,1,2,2,1,1,1,2,1,2,1,1,3,1,2
2,3,2,2,2,1,1,1,2,1,1,1,1,4,1,2,2,9,3,1,1
3,3,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,3,2
3,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,1,1,3,2,2.5
4,18,4,4,2,2,1,1,1,1,1,2,2,3,1,1,1,1,3,1,2.5
3,8,2,3,2,2,1,2,2,2,1,2,2,1,1,1,1,2,3,3,2
2,12,3,2,2,3,2,3,2,3,2,2,2,4,2,1,1,2,1,3,3
1,0,2,1,2,1,1,1,2,4,1,3,1,3,2,3,1,2,1,4,3
1,8,2,1,1,3,2,3,3,4,4,1,1,3,3,4,1,2,2,4,4
4,14,2,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,4,2,2
4,4,1,3,1,2,1,1,1,2,2,1,2,2,1,1,2,2,3,1,2
3,16,3,2,2,4,2,2,3,4,3,4,4,3,3,2,3,3,1,3,3.5
2,4,1,1,2,1,4,2,1,1,2,1,2,2,1,1,1,1,3,3,1.5
3,1,1,3,1,1,2,1,2,3,3,1,1,1,1,1,2,3,3,1,2
4,8,3,2,2,4,2,2,2,2,3,1,1,3,1,1,4,1,2,2,1.5
3,5,2,3,2,3,2,2,2,2,2,1,2,2,2,1,2,3,8,3,2
1,2,1,1,1,1,1,1,2,4,3,2,1,9,3,1,1,3,3,1,3
4,2,2,2,2,3,2,1,1,2,3,1,1,4,1,1,2,3,2,1,3
2,5,1,2,1,2,3,2,2,3,3,1,3,2,2,2,4,2,2,1,3
2,3,1,2,1,2,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1.5
3,7,4,3,2,2,2,2,2,2,2,1,1,1,1,1,1,3,3,4,2
3,2,2,3,3,2,2,2,2,3,3,2,3,8,1,2,1,3,2,2,3
3,1,2,2,2,3,2,3,2,2,2,1,3,3,2,3,3,2,8,1,2.5
2,4,1,2,1,1,1,1,1,2,3,1,1,2,1,2,2,1,3,2,1.5
3,6,2,2,2,3,2,2,2,2,2,4,4,2,3,3,1,2,3,1,3
1,5,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,3,1.5
3,6,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1.5
3,4,1,2,1,1,1,1,1,1,1,2,1,1,4,1,1,3,2,1,2.5
2,5,3,2,2,3,2,3,2,3,2,1,2,2,2,1,2,2,3,1,2
2,5,2,2,2,3,2,2,2,3,2,1,2,2,3,1,2,1,3,1,3
4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,3,1,3
2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,2,2
1,3,3,3,2,2,2,3,1,2,2,2,2,4,1,1,2,1,2,3,3.5
2,0,1,2,2,1,3,1,2,2,2,1,1,4,1,2,1,2,3,4,2
3,5,2,3,2,2,2,2,1,1,1,3,1,1,1,1,1,1,4,1,2
3,1,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,2,2.5
1,4,2,3,3,3,2,2,3,2,2,2,2,2,3,2,1,2,8,2,2.5
1,1,1,2,1,1,3,2,1,2,1,2,2,1,2,1,2,1,3,2,2
1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2
2,1,1,3,1,2,1,1,2,1,1,1,1,1,2,1,1,1,2,3,3
1,3,3,2,2,3,2,2,3,2,3,2,2,4,2,1,4,3,1,1,3.5
3,4,2,3,2,2,2,2,2,2,2,1,1,1,1,2,2,1,3,2,2
1,5,1,3,1,2,1,1,2,2,1,1,1,4,1,1,1,3,3,4,2
4,2,2,2,2,2,2,1,2,3,2,2,2,4,2,1,2,1,4,2,2
3,6,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,3,2,3
2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,3,4,1.5
4,5,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,2,1
3,1,2,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,2,2,2.5
4,3,1,3,2,2,2,2,2,2,2,1,1,1,1,1,2,1,3,2,2.5
3,2,1,3,1,1,1,1,1,2,1,2,2,2,1,1,2,1,3,3,2
3,1,2,3,2,2,2,2,2,2,2,1,1,3,1,1,1,1,5,3,2
2,1,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2.5
1,98,3,3,2,4,2,2,2,3,1,1,1,4,4,4,3,2,2,2,3.5
1,8,2,3,2,2,2,2,2,4,4,1,1,3,2,1,1,1,3,1,2.5
3,1,2,2,2,1,2,2,1,1,1,4,1,1,1,1,1,3,3,2,3
3,8,1,4,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1.5
1,6,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,3,1,1.5
4,6,1,3,1,1,1,1,3,3,2,2,2,4,1,1,2,3,3,3,1
4,7,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,4,2.5
4,4,2,2,2,3,2,3,2,2,2,2,2,2,1,1,1,1,8,2,3
3,12,3,3,3,2,1,2,1,1,1,2,1,2,1,1,1,1,3,1,2
4,6,2,1,2,3,2,2,2,2,2,3,2,2,2,2,1,1,3,3,3
3,10,3,1,1,1,1,2,1,2,1,2,1,4,1,1,1,1,4,2,2
1,6,1,2,3,3,1,1,2,3,2,2,2,3,2,3,1,2,3,2,3
4,6,1,2,1,1,2,1,2,3,4,1,1,1,1,4,1,3,1,4,2
3,6,2,3,2,2,2,2,2,2,2,1,1,3,1,2,1,1,3,3,2
4,1,2,1,2,3,1,1,2,4,1,1,2,4,2,1,2,2,1,3,3
3,0,2,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,3,2,2
2,6,1,2,2,2,2,1,2,1,1,1,2,2,1,1,1,1,3,2,2
4,98,1,3,2,2,2,2,2,2,1,4,1,4,1,1,1,1,3,1,2
4,2,3,2,2,3,1,4,3,3,3,4,3,3,3,3,2,3,1,3,3.5
3,5,1,2,1,1,2,1,2,2,2,1,1,2,2,2,1,3,2,3,2.5
3,4,1,3,1,3,1,1,1,2,1,1,1,2,2,3,2,3,1,2,2
2,3,2,2,2,3,2,3,3,3,2,4,2,2,1,2,3,2,8,1,3.5
4,3,1,2,3,2,2,3,2,1,1,3,3,2,1,2,1,1,3,4,2
4,5,3,3,1,1,1,2,2,2,2,4,1,4,1,1,1,1,3,3,2
3,4,2,2,2,2,1,2,1,2,3,1,2,2,2,2,1,2,3,2,2.5
3,3,3,3,2,3,2,3,2,2,2,3,3,2,1,2,2,1,1,3,2.5
1,3,3,2,2,2,2,2,2,2,2,1,2,4,1,3,4,2,2,2,3
4,1,2,3,2,3,2,3,2,3,2,2,2,3,2,3,1,3,2,2,2.5
3,2,2,1,1,2,2,1,1,3,2,2,2,2,1,1,2,1,2,1,2
4,16,1,1,2,4,2,2,3,4,4,4,3,3,2,3,1,3,5,4,3
2,5,2,3,1,2,2,2,2,2,1,1,1,1,2,2,2,1,4,2,2
3,10,2,3,2,1,2,2,2,1,2,3,3,2,2,2,2,1,3,1,2
2,3,1,2,1,2,1,1,1,1,1,2,2,3,3,1,1,1,3,3,2
3,0,2,2,2,2,2,2,2,2,2,3,1,2,2,3,2,1,3,3,2
2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2
3,3,2,3,2,3,2,2,2,2,2,3,3,2,2,2,2,2,3,3,2.5
3,6,1,2,3,2,1,2,2,2,2,2,3,2,2,2,1,2,3,2,3
2,1,2,2,1,2,1,2,2,2,1,1,1,3,1,1,1,1,4,3,1.5
2,2,3,2,2,3,1,2,2,3,2,2,3,3,3,1,2,3,2,3,2.5
4,4,3,3,3,3,1,3,1,1,1,2,1,2,3,2,1,1,3,2,2.5
4,4,1,2,1,3,1,1,2,2,2,4,3,2,2,2,1,3,3,1,3
4,5,1,3,3,3,1,3,2,2,2,2,1,4,2,3,1,2,4,4,2.5
3,6,1,2,2,3,2,2,2,2,1,2,2,3,4,2,2,1,3,1,3
1,0,2,2,2,1,2,2,2,2,1,2,4,3,1,1,2,1,2,4,1.5
3,8,3,2,1,2,1,2,1,2,1,2,4,1,2,1,1,1,1,4,2.5
1,0,1,1,1,1,1,1,1,1,2,4,4,8,1,1,1,3,3,3,4.5
4,0,2,2,2,2,2,2,2,2,2,1,1,4,1,1,1,1,3,4,2
4,0,2,2,2,3,2,2,2,9,2,4,2,2,2,2,1,1,3,3,2.5
1,4,1,2,1,1,1,1,2,1,1,1,1,4,1,1,1,1,3,2,1.5
3,4,1,1,2,1,1,1,1,1,1,1,1,4,2,1,1,1,2,3,2
4,1,2,2,2,2,1,2,1,1,1,1,1,4,3,1,2,1,1,2,3
2,0,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,3,3,2.5
2,4,1,2,1,2,2,1,2,2,2,1,3,2,1,1,1,1,3,2,2
4,10,1,2,1,1,2,1,1,2,8,2,2,1,1,1,3,9,2,3,2
1,2,2,1,3,2,1,1,1,2,1,1,1,4,1,2,1,1,3,2,2
3,8,2,3,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2.5
2,0,2,2,2,3,1,2,2,2,1,2,2,3,2,1,2,1,2,2,2.5
2,1,2,3,1,1,1,1,1,2,1,1,1,3,1,2,1,1,3,2,2
3,4,1,3,1,1,2,2,2,2,2,1,1,4,1,2,1,1,2,1,2
2,5,1,2,1,1,1,1,1,1,1,1,1,8,1,2,1,2,1,1,1.5
4,5,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2
3,1,2,1,1,2,1,1,1,2,1,1,2,2,3,2,1,1,3,2,2
3,3,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,3,2.5
2,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2
4,5,2,3,2,2,2,2,2,3,3,4,2,2,2,1,2,2,2,1,2.5
2,4,1,3,2,2,2,2,1,1,1,1,1,3,1,1,1,2,3,4,1.5
3,3,1,2,2,3,2,1,1,1,1,1,1,1,1,2,1,1,3,1,3
1,1,1,3,1,2,2,2,2,3,1,1,1,3,3,1,1,2,2,3,2
2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,3,1.5
4,4,2,2,3,4,3,2,2,4,2,3,3,4,3,4,1,3,1,1,3.5
2,4,1,2,1,1,2,2,2,1,1,1,1,3,1,1,1,8,2,1,2
2,3,2,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,3,1,2.5
2,1,1,2,2,1,2,3,2,2,1,1,2,3,1,1,2,2,1,4,2.5
1,1,4,1,2,3,1,2,3,2,8,2,1,4,2,2,1,2,1,4,4
2,5,2,2,1,1,1,1,1,1,3,2,4,3,2,3,2,2,3,3,2.5
3,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,1,3,3,3
3,5,2,2,1,2,2,1,1,2,2,2,2,2,1,1,1,1,3,3,2
1,3,2,2,2,3,1,1,2,2,2,3,3,2,2,1,1,2,3,4,3.5
4,2,3,2,3,3,1,1,2,2,2,1,4,2,3,4,1,2,1,3,3
2,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,2,2
2,2,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,1,3,2,1.5
1,3,1,2,1,1,3,1,1,2,2,2,1,4,1,4,1,1,2,4,1.5
4,0,4,1,4,4,1,2,2,3,3,2,1,3,1,2,1,3,4,3,3
3,1,2,2,2,2,2,2,3,3,2,1,1,1,4,1,1,1,2,2,2
1,0,2,2,1,1,2,2,2,3,2,3,2,2,1,2,1,3,1,2,3.5
3,6,4,3,3,3,1,2,3,1,2,3,2,4,2,1,2,2,2,2,3
1,3,2,2,1,3,3,3,2,4,2,3,3,2,2,1,4,3,3,1,3
3,1,2,2,2,3,1,2,3,3,3,3,3,3,2,1,2,3,1,3,3.5
4,2,2,2,3,3,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2.5
2,5,1,2,2,2,2,2,2,3,2,1,1,2,1,2,1,1,2,3,2
2,5,2,1,3,4,1,1,2,4,4,4,4,2,4,4,1,1,3,3,2.5
3,3,2,2,2,2,2,2,2,1,1,4,4,4,1,1,2,1,3,3,1.5
3,4,2,3,2,3,2,2,2,2,2,2,2,1,1,3,2,1,3,2,2.5
3,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,3,2,2
2,2,2,2,4,4,3,3,3,3,2,3,3,3,2,3,2,1,2,3,3.5
4,3,3,3,3,3,2,3,2,2,2,1,3,3,2,1,2,1,1,4,3.5
2,6,3,1,2,3,3,2,3,4,4,4,4,3,2,3,3,3,1,3,4
4,8,1,1,1,2,1,1,1,1,1,2,2,2,3,3,2,1,3,1,2.5
4,15,3,2,3,3,1,2,1,1,1,3,3,4,1,1,4,3,3,4,2.5
4,5,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,2,2
3,2,1,3,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1
2,5,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,1,2,2,2.5
4,2,3,3,1,1,1,1,1,1,1,4,2,3,1,1,1,1,3,2,1
3,98,3,4,4,1,1,4,2,2,3,2,2,4,1,4,2,3,2,3,3
3,4,3,3,1,1,1,2,1,1,1,1,1,4,1,1,1,1,4,3,1.5
2,1,3,2,2,2,2,2,3,3,2,2,1,4,1,3,2,3,1,1,2
4,0,1,2,2,3,2,2,2,1,2,2,2,8,1,1,1,1,3,2,2
2,3,1,2,1,1,3,2,2,2,1,1,1,1,2,3,1,3,2,1,2.5
4,1,1,2,1,3,1,1,1,1,1,2,2,2,2,2,1,1,2,3,2.5
3,5,2,3,2,2,2,1,2,2,1,2,1,2,1,3,1,2,2,2,2.5
4,0,2,3,2,2,2,2,2,2,2,3,3,4,1,1,1,3,4,3,1.5
4,8,1,2,1,2,2,2,1,3,8,3,4,4,1,4,1,2,1,2,1.5
4,4,2,2,2,4,2,2,2,2,2,2,2,3,1,1,2,1,3,3,2.5
4,7,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,2.5
2,2,1,1,2,3,2,2,2,2,2,3,3,3,3,3,2,2,2,2,3.5
3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2.5
4,2,3,3,3,3,2,2,2,2,2,4,4,3,1,1,1,1,3,3,2
1,2,1,2,1,1,2,1,2,1,1,2,2,2,1,4,1,1,2,2,1.5
2,3,1,2,2,3,1,2,3,4,4,3,3,2,2,1,2,3,3,1,2.5
3,3,2,3,2,2,2,2,2,2,1,3,3,2,1,2,2,1,2,2,2.5
3,2,1,1,1,1,3,1,1,1,1,2,1,1,1,2,4,1,3,1,2
3,2,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,3,1,2
4,6,1,3,2,2,2,2,2,2,2,1,2,2,1,2,2,1,3,1,2.5
4,6,2,2,1,3,2,2,1,2,2,3,1,4,2,1,1,1,4,1,2.5
2,2,1,1,1,3,2,2,2,4,2,2,2,1,4,2,1,1,3,1,3
2,2,2,3,2,2,2,2,2,2,2,1,1,1,1,2,1,1,3,3,1.5
2,6,2,2,2,3,2,2,2,2,2,4,2,1,1,2,1,2,3,4,2.5
3,4,2,3,2,2,2,2,2,3,2,1,1,2,2,2,1,1,2,2,2
4,1,2,2,3,4,2,3,1,2,2,3,3,4,2,4,8,8,1,3,3.5
3,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,3,2,3,4
1,1,1,2,2,1,2,4,3,4,3,4,4,4,2,2,2,3,1,5,4
2,2,2,1,2,3,1,2,2,3,3,2,2,3,3,1,1,3,2,1,3
3,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,3,1,1,1.5
4,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,2.5
2,1,2,3,2,2,2,2,3,3,2,3,3,3,2,2,2,1,2,4,3
3,5,1,1,1,2,1,1,1,1,1,2,2,3,1,2,1,1,2,3,1.5
2,1,1,3,2,3,2,2,2,3,3,2,2,4,3,2,1,2,2,3,3
4,2,1,3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,3,1
3,2,2,3,3,2,2,2,1,2,1,1,1,8,1,2,1,1,3,3,2.5
2,1,2,3,2,2,2,2,2,2,1,2,2,3,2,3,1,1,2,3,2.5
4,5,1,3,2,3,1,2,2,2,1,1,2,2,1,2,1,3,2,2,2.5
3,5,2,4,2,2,2,2,2,2,2,3,2,4,2,1,1,2,2,3,2
2,2,2,3,2,2,2,1,2,2,3,1,2,1,1,1,1,3,3,2,2
1,4,1,3,1,1,2,1,2,3,1,2,1,1,1,1,2,3,1,3,1.5
2,2,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,3,2,1,2
1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1
3,5,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2
4,1,2,3,2,2,1,2,2,2,1,1,1,2,2,2,1,1,3,1,2
2,6,2,3,2,3,1,2,2,1,1,1,2,2,1,1,1,1,4,3,2.5
4,2,2,3,2,4,2,2,2,2,2,3,3,3,3,3,2,3,3,1,2
4,2,1,2,2,2,3,3,2,3,2,3,3,3,1,1,4,3,2,3,2.5
4,6,2,2,3,3,1,3,2,2,2,3,4,3,3,4,2,2,3,4,3
3,5,2,2,2,3,2,2,2,3,1,3,2,2,2,1,3,1,2,1,2.5
3,5,1,3,1,1,2,2,2,3,1,2,2,2,1,2,2,2,2,3,2
2,6,1,3,1,2,1,2,1,2,1,1,1,1,1,2,1,1,3,3,2.5
4,1,2,2,3,2,2,2,2,4,1,2,1,4,1,4,2,3,2,3,3.5
4,22,3,4,2,1,1,1,1,1,2,1,1,3,1,1,1,1,5,2,2.5
1,0,1,1,1,4,1,1,2,2,2,3,4,3,2,1,1,3,2,2,2.5
4,5,3,2,2,3,2,2,2,2,2,2,1,4,3,1,1,1,2,4,2
2,12,2,3,2,2,2,2,2,2,3,1,1,4,2,1,1,3,2,1,1.5
1,2,1,2,1,2,3,3,1,1,1,1,2,2,1,3,1,1,3,3,3
2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,2,3,1,3,4,1,1,3,3,3,3,2,3,2,4,1,3,1,1,1
2,2,3,2,2,1,2,2,2,1,1,2,1,2,1,1,3,2,2,2,3
2,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,2,2
3,6,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,3,1,2
2,3,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,3,1.5
4,4,2,2,1,2,2,2,1,2,2,3,2,4,4,4,2,2,2,3,3
1,4,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,2,4,1,2.5
4,4,2,2,3,3,1,1,1,1,1,1,2,1,1,1,1,1,4,1,2.5
4,7,4,2,1,4,1,2,3,2,2,3,3,4,3,2,1,2,4,4,2.5
3,0,1,1,1,4,2,2,2,3,1,3,3,1,1,2,2,1,2,1,2.5
3,5,2,3,1,2,2,1,3,1,1,3,3,2,1,1,1,2,2,1,2
2,1,1,2,1,2,1,1,2,3,2,2,1,2,3,2,2,3,3,2,2
4,8,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2.5
2,24,1,2,1,4,1,1,1,1,1,2,3,1,2,1,1,1,1,1,1.5
3,12,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2
3,1,2,3,2,1,2,1,1,1,1,2,1,4,1,2,1,1,3,1,1.5
2,4,2,2,3,2,2,2,2,1,1,1,1,8,1,1,1,8,3,2,2
